id|corregimientos_id|name
7055|99|La Pita
7056|113|La Pita
7057|477|La Pita
7058|244|La Pita
7059|313|La Pita
7060|588|La Pita
7061|46|La Pita
7062|344|La Pita
7063|113|La Pita Abajo
7064|477|La Pita Abajo
7065|313|La Pita Arriba
7066|311|La Pita Arriba
7067|60|La Pita de Cativé
7068|157|La Pita del Yaya
7069|75|La Pita N°1
7070|24|La Pita N°2
7071|150|La Pita o El AGuacáte
7072|560|La Pitahalla
7073|339|La Pitahaya
7074|157|La Pitosa
7075|198|La Placita
7076|239|La Placita
7077|117|La Placita
7078|187|La Placita
7079|163|La Planta
7080|369|La Planta de Agua
7081|73|La Plata
7082|468|La Platanera
7083|196|La Playa
7084|420|La Playa
7085|435|La Playa de Mermejo
7086|15|La Playa de Santa Clara
7087|123|La Playita
7088|22|La Playita
7089|282|La Playita
7090|240|La Playita
7091|255|La Playita
7092|461|La Playita de Bique
7093|57|La Plaza
7094|465|La Pluma
7095|61|La Poclora
7096|23|La Policía
7097|58|La Policia
7098|35|La Polonia
7099|9|La Polonia
7100|115|La Polvora
7101|195|La Polvora
7102|608|La Pomarosa
7103|351|La Ponderosa
7104|72|La Ponuga
7105|237|La Popa
7106|238|La Porcada
7107|237|La Porcada
7108|520|La Posta o Llano El Apostol
7109|138|La Potra
7110|368|La Poza
7111|342|La Poza Verde
7112|342|La Prieta
7113|527|La Prieta
7114|57|La Primavera
7115|169|La Primavera
7116|188|La Primavera
7117|257|La Primitiva
7118|3|La Providencia
7119|77|La Providencia
7120|49|La Provincia
7121|180|La Puente
7122|58|La Puente
7123|175|La Puente
7124|330|La Puente
7125|517|La Puente
7126|154|La Puente
7127|58|La Puente Arriba
7128|524|La Puerca
7129|115|La Puerca
7130|115|La Puerca Gorda
7131|355|La Pulida
7132|593|La Punta
7133|464|La Punta o Gobernadora
7134|423|La Purisima
7135|22|La Quebrada
7136|112|La Quebradita
7137|24|La Raiz
7138|291|La Raiz
7139|474|La Raiz
7140|42|La Raizosa
7141|348|La Raizosa
7142|435|La Raizosa
7143|474|La Rana
7144|32|La Raspadura
7145|132|La Raya
7146|26|La Raya
7147|25|La Raya de Calobre
7148|328|La Raya de Santa María
7149|50|La Redonda
7150|509|La Redonda
7151|57|La Redonda
7152|58|La Reforma
7153|374|La Represa
7154|494|La Represa
7155|101|La Represa
7156|224|La Requinta
7157|296|La Resbalosa
7158|568|La Reserva
7159|40|La Revesa
7160|342|La Rialeja
7161|179|La Rialeja
7162|10|La Rica
7163|266|La Ríoca
7164|180|La Rivera
7165|349|La Roda
7166|440|La Romana
7167|410|La Ronchona
7168|259|La Rufina
7169|344|La Rufina
7170|73|La Sabaneta
7171|250|La Sabaneta
7172|160|La Sabaneta
7173|210|La Sabaneta
7174|244|La Sabaneta
7175|59|La Sabaneta
7176|563|La Sabaneta
7177|95|La Sabaneta
7178|224|La Sabaneta
7179|187|La Sabaneta
7180|77|La Sabaneta
7181|207|La Sabaneta
7182|150|La Sabaneta
7183|99|La Sabaneta
7184|406|La Sabaneta de La Montaña
7185|84|La Sabaneta de Los Leones
7186|497|La Sabaneta del Pontòn
7187|238|La Sabaneta N°1
7188|42|La Saina
7189|38|La Saina
7190|108|La Salina
7191|496|La Salineta
7192|457|La Sana
7193|203|La Sapita
7194|154|La Sardina
7195|32|La Sardinosa
7196|348|La Sardinosa
7197|305|La Sardinosa
7198|208|La Sargenta
7199|226|La Sebastiana
7200|38|La Seca
7201|373|La Secreta
7202|205|La Semilla
7203|513|La Servulaca
7204|566|La Sierpe
7205|341|La Sige
7206|558|La Simona
7207|198|La SOlána
7208|358|La Soledad
7209|308|La Soledad
7210|453|La Soledad
7211|75|La Soledad
7212|172|La Soledad
7213|229|La Soledad
7214|266|La Soledad
7215|255|La Soledad
7216|435|La Soledad
7217|428|La Soledad
7218|60|La Soledad
7219|96|La Soledad
7220|127|La Sonádora
7221|24|La Sonádora Nº1
7222|24|La Sonádora Nº2 o Alto Fresco
7223|384|La Subida del Coquillo
7224|431|La Subidita
7225|356|La Tablita
7226|3|La Tagua
7227|394|La Tagua
7228|553|La Taguara
7229|563|La Taguara
7230|32|La Tagüita
7231|85|La Tagüita
7232|87|La Tambora
7233|481|La Teja
7234|32|La Teja
7235|558|La Teja
7236|172|La Tembladera
7237|53|La Tenería
7238|43|La Teodora
7239|21|La Tetilla
7240|150|La Tiburcia
7241|115|La Tigra
7242|447|La Tigra
7243|154|La Tigra
7244|61|La Tigrera
7245|154|La Tigrita
7246|368|La Tinaja
7247|330|La Tivieja
7248|371|La Tiza
7249|10|La Tollosa
7250|75|La Tollosa
7251|25|La Tollosa
7252|85|La Tollosa
7253|154|La Tollosa
7254|343|La Tollosa
7255|99|La Tollosa
7256|154|La Tollosita
7257|208|La Tomasa
7258|173|La Tonga
7259|209|La Toronja
7260|192|La Toronja o Los González
7261|444|La Torre
7262|32|La Tortuga
7263|115|La Tortuga
7264|504|La Tortuga
7265|12|La Tortuguilla
7266|527|La Totumita
7267|365|La Toyolosa
7268|27|La Tranca
7269|61|La Travesia
7270|349|La Trina
7271|288|La Trinchera
7272|589|La Trinchera
7273|159|La Trinidad
7274|545|La Trinidad
7275|186|La Trinidad
7276|209|La Trinidad
7277|178|La Trinidad
7278|172|La Trinidad
7279|417|La Trinidad
7280|545|La Trinidaita
7281|50|La Tronosa
7282|426|La Tronosa
7283|577|La Tulihueca
7284|61|La Tulúa
7285|100|La Tulúa
7286|101|La Ullama
7287|473|La Ullama
7288|166|La Unión
7289|470|La Unión
7290|125|La Unión
7291|13|La Unión
7292|143|La Unión
7293|228|La Unión
7294|574|La Unión o Unión de Piña
7295|67|La Unión Santeña
7296|554|La Unión Santeña
7297|460|La Uva
7298|117|La Uva
7299|389|La Uvita
7300|75|La Vaca
7301|38|La Vaca
7302|491|La Vaca
7303|390|La Vaca Muerta
7304|35|La Valdesa
7305|219|La Valdesita
7306|219|La Valdez
7307|463|La Valdeza
7308|214|La Valdeza
7309|231|La Valencia
7310|549|La Valencia
7311|101|La Valerosa
7312|473|La Valerosa
7313|384|La Vaquilla
7314|13|La Vaquita
7315|117|La Vara de Juan Sanchez
7316|263|La Vega
7317|23|La Venta
7318|424|La Venta
7319|61|La Venta
7320|149|La Verrugosa
7321|216|La Veta
7322|253|La Vibora
7323|122|La Vibora
7324|19|La Victoria
7325|311|La Victoria
7326|314|La Victoria
7327|13|La Victoria
7328|384|La Vieja
7329|62|La Vieja
7330|555|La Vigia
7331|348|La Vigía
7332|54|La Vigia
7333|88|La Vigia
7334|48|La Villa
7335|374|La Villa de Los Santos
7336|499|La Volteada de Cerro Cabra
7337|224|La Yegua
7338|529|La Yeguada
7339|462|La Yeguada
7340|341|La Yeguada
7341|305|La Yeguada
7342|591|La Yeguada
7343|96|La Yeguada
7344|180|La Yeguadita
7345|451|La Zahumeria
7346|426|La Zaina
7347|324|La Zaína
7348|81|La Zamba
7349|330|La ZAncóna
7350|294|La Zapatosa
7351|560|La Zapera
7352|308|La Zapote
7353|82|La Zaragoza
7354|96|La Zota
7355|29|La Zumbona
7356|41|La Zumbona
7357|267|Lagartera
7358|61|Lagarterito
7359|47|Lagartero
7360|328|Lagartero
7361|61|Lagartero
7362|29|Lagartero
7363|115|Lagartero o El Lagartero
7364|512|Lagartillo
7365|274|Lagartillo
7366|37|Lagartito
7367|307|Lagarto
7368|307|Lagarto Arriba
7369|351|Lago 4
7370|530|Lago Mar
7371|118|Laguna
7372|256|Laguna Chicá
7373|63|Laguna Prieta
7374|180|Lagunilla
7375|394|Laja Lisa o El Caraño
7376|423|Laja Morada o Lajita Morada
7377|468|Lajamina
7378|149|Lajas
7379|335|Lajas Adentro
7380|317|Lajas Arriba
7381|580|Lajas Arriba
7382|253|Lajas Blancas
7383|37|Lajas Blancas
7384|201|Lajas de Tolé
7385|524|Lajas o Cocosolo
7386|130|Lajero
7387|502|Lajero Arriba
7388|72|Lajilla
7389|172|Lajita Morada
7390|240|Lajitas
7391|111|Langosta o Playa Langosta
7392|229|Laperdiz Arriba
7393|384|Larguillo Abajo
7394|107|Larguillo Abajo
7395|384|Larguillo Arriba
7396|384|Larguillo Centro
7397|437|Las Brujas
7398|548|Las Acacias
7399|479|Las Acequias
7400|525|Las Acequias
7401|343|Las Adjuntas o Dos Bocas o Villa Paraíso
7402|23|Las Albinas
7403|58|Las Albinas
7404|60|Las Almadanas
7405|153|Las Animas
7406|198|Las Animas
7407|186|Las Animas
7408|72|Las Animas de Boró
7409|513|Las Arenitas
7410|21|Las Balillas
7411|207|Las Balsas
7412|176|Las Balsas
7413|261|Las Barreras
7414|330|Las Barretas
7415|386|Las Benitas
7416|77|Las Blanditas
7417|57|Las Bocas
7418|53|Las Bodas
7419|244|Las Boquillas
7420|266|Las Boquillas
7421|53|Las Botas
7422|179|Las Bovedas
7423|171|Las Brujas
7424|289|Las Brujas
7425|95|Las Brujas
7426|15|Las Brujas
7427|203|Las Brujas o La Esperanza
7428|366|Las Cabezas
7429|452|Las Cabras
7430|408|Las Cajas
7431|435|Las Caletas
7432|306|Las Canaletas
7433|390|Las Canaletas
7434|29|Las Canoas
7435|154|Las Canoas
7436|121|Las Cañas
7437|249|Las Cañas
7438|228|Las Cañas
7439|121|Las Cañas Abajo
7440|157|Las Cañazas
7441|559|Las Cañazas
7442|263|Las Cañazas
7443|280|Las Claras Abajo
7444|279|Las Claras Arriba
7445|280|Las Claras Centro
7446|48|Las Colinas
7447|251|Las Colinas de Caceres
7448|126|Las Colinas o Las Amazonas
7449|77|Las Colomas
7450|75|Las Colónias o El Palomo
7451|365|Las Comadres
7452|75|Las Corozas
7453|556|Las Corredoras
7454|32|Las Corrientes
7455|187|Las Corrientes
7456|32|Las Cruces
7457|473|Las Cruces
7458|115|Las Cruces
7459|543|Las Cruces
7460|532|Las Cruces
7461|560|Las Cruces
7462|3|Las Cuarenta Y Cinco
7463|34|Las Cuestas
7464|84|Las Cuestas
7465|205|Las Cuestas de Marica
7466|289|Las Cuestas de Utirá
7467|10|Las Cuevas o San Juan del Medio
7468|157|Las Culebras
7469|419|Las Cumbres
7470|168|Las Cumbres
7471|114|Las Cumbres
7472|264|Las Cumbres
7473|258|Las Cumbres
7474|254|Las del icias
7475|115|Las del icias
7476|501|Las del icias
7477|62|Las del icias
7478|69|Las del icias Abajo
7479|69|Las del icias Arriba
7480|48|Las del icias o Pueblo Nuevo
7481|26|Las Dos Bocas
7482|257|Las Escobas
7483|38|Las Escobas
7484|38|Las Escobas de Venado
7485|322|Las Estancitas
7486|350|Las Filas
7487|55|Las Filipinas
7488|356|Las Filipinas
7489|56|Las Flores
7490|452|Las Flores
7491|557|Las Flores
7492|93|Las Flores
7493|306|Las Flores
7494|95|Las Flores
7495|392|Las Flores o La Gallota
7496|669|Las Garzas
7497|324|Las Garzas
7498|21|Las Gradas
7499|441|Las Guabas
7500|434|Las Guabas
7501|341|Las Guabas
7502|486|Las Guabas
7503|558|Las Guabas
7504|486|Las Guabas Arriba
7505|108|Las Guabas Arriba
7506|109|Las Guabitas Arriba
7507|548|Las Guacás o Las Huacas
7508|75|Las Guaquitas
7509|81|Las Guías
7510|517|Las Guías Abajo
7511|15|Las Guías Oriente
7512|491|Las Herreritas
7513|27|Las Huacas
7514|403|Las Huacas
7515|200|Las Huacas
7516|137|Las Huacas
7517|157|Las Huacas
7518|289|Las Huacas
7519|141|Las Huacas
7520|60|Las Huacas
7521|392|Las Huacas
7522|172|Las Huacas
7523|233|Las Huacas
7524|136|Las Huacas
7525|93|Las Huacas
7526|256|Las Huacas
7527|23|Las Huacas
7528|73|Las Huacas
7529|20|Las Huacas
7530|305|Las Huacas del Quije
7531|112|Las Huacas o Altos de Las Huacas
7532|44|Las Huertas
7533|289|Las Huertas
7534|132|Las Huertas
7535|77|Las Huertas
7536|374|Las Huertas
7537|375|Las Huertas
7538|517|Las Jimenez
7539|238|Las Lagunas
7540|185|Las Lagunas
7541|256|Las Lagunas
7542|31|Las Lagunitas
7543|571|Las Lagunitas
7544|250|Las Lagunitas
7545|224|Las Lagunitas
7546|171|Las Lajas
7547|481|Las Lajas
7548|441|Las Lajas
7549|94|Las Lajas
7550|462|Las Lajas
7551|331|Las Lajas
7552|305|Las Lajas
7553|580|Las Lajas
7554|418|Las Lajas
7555|172|Las Lajas
7556|444|Las Lajas
7557|260|Las Lajas
7558|85|Las Lajas
7559|62|Las Lajas
7560|203|Las Lajas
7561|220|Las Lajas
7562|569|Las Lajas
7563|361|Las Lajas
7564|280|Las Lajas
7565|203|Las Lajas o El Zapote
7566|192|Las Lajillas
7567|194|Las Lajitas
7568|393|Las Lajitas
7569|73|Las Lajitas
7570|133|Las Lajitas
7571|192|Las Lajitas
7572|292|Las Lajitas
7573|132|Las Lajitas
7574|577|Las Lajitas
7575|59|Las Lajitas
7576|408|Las Lajitas
7577|95|Las Lajitas
7578|572|Las Lajitas
7579|96|Las Lajitas
7580|274|Las Lajitas
7581|447|Las Lajitas
7582|216|Las Lajitas
7583|47|Las Lajitas
7584|511|Las Lajitas o La Toma de Agua
7585|72|Las Lias
7586|585|Las Lisas
7587|127|Las Llanitas
7588|553|Las Lomas
7589|209|Las Lomas
7590|444|Las Lomas
7591|406|Las Lomas
7592|570|Las Lomas
7593|501|Las Lomas
7594|15|Las Lomas
7595|504|Las Lomas
7596|568|Las Lomas o Llano del Medio
7597|569|Las Lomitas
7598|299|Las Malditas
7599|35|Las Manuelas
7600|212|Las Mañanitas
7601|32|Las Mañanitas
7602|32|Las Maravillas
7603|154|Las Maravillas
7604|151|Las Marcelas o Llano Largo
7605|183|Las Margaritas
7606|460|Las Margaritas
7607|189|Las Margaritas
7608|426|Las Margaritas
7609|181|Las Margaritas
7610|187|Las Margaritas
7611|67|Las Margaritas
7612|438|Las Margaritas
7613|548|Las Margaritas
7614|582|Las Maríanas
7615|294|Las Marías
7616|184|Las Marías
7617|181|Las Marías
7618|154|Las Marías
7619|573|Las Marías
7620|225|Las Marías
7621|448|Las Marías
7622|205|Las Marías
7623|132|Las Marías
7624|305|Las Marías
7625|154|Las Marías Arriba
7626|154|Las Marías Centro
7627|15|Las Matas
7628|567|Las Matas
7629|197|Las Matas Abajo
7630|540|Las Matas Abajo
7631|540|Las Matas o Las Matas Arriba
7632|81|Las Mateas
7633|480|Las Matillas
7634|239|Las Mauricias
7635|172|Las Mendozas o Liri Abajo
7636|329|Las Mercedes
7637|387|Las Mercedes
7638|238|Las Mercedes
7639|22|Las Mercedes
7640|334|Las Mercedes
7641|53|Las Mercedes
7642|154|Las Mercedes
7643|326|Las Mercedes
7644|526|Las Mercedes o Villa Laura
7645|526|Las Merceditas
7646|25|Las Mesillas
7647|21|Las Mesillas
7648|239|Las Mesillas
7649|63|Las Mesillas
7650|229|Las Mesillas
7651|456|Las Mesillas
7652|423|Las Mesillas
7653|73|Las Mesitas
7654|545|Las Mesitas
7655|349|Las Mesitas
7656|141|Las Mesitas
7657|170|Las Mesitas
7658|213|Las Mesitas No.1
7659|88|Las Mesitas No.1
7660|173|Las Mesitas No.2
7661|344|Las Mieles
7662|32|Las Minas
7663|517|Las Minas
7664|181|Las Minas
7665|85|Las Minas
7666|239|Las Minas
7667|176|Las Minas
7668|100|Las Minas
7669|195|Las Minas
7670|154|Las Minas
7671|368|Las Mineras
7672|555|Las Mineras
7673|367|Las Mineras
7674|192|Las Minitas
7675|238|Las Minitas
7676|150|Las Minitas
7677|451|Las Minitas
7678|401|Las Minitas
7679|168|Las Mirandas o Alto Las Nubes
7680|293|Las Monas
7681|422|Las Monjas
7682|435|Las Moradas
7683|236|Las Moras
7684|57|Las Mosquillas
7685|348|Las Negritas
7686|85|Las Negritas
7687|279|Las Negritas
7688|87|Las Negritas
7689|21|Las Nenas
7690|234|Las Nubes
7691|168|Las Nubes
7692|119|Las Nubes
7693|574|Las Nubes
7694|36|Las Ollas Abajo
7695|606|Las Ollas Arriba
7696|36|Las Ollas Arriba
7697|443|Las Palmas
7698|172|Las Palmas
7699|35|Las Palmas
7700|154|Las Palmas
7701|122|Las Palmeras
7702|7|Las Palmillas
7703|289|Las Palmillas
7704|561|Las Palmitas
7705|162|Las Palmitas
7706|239|Las Palmitas
7707|116|Las Palmitas
7708|233|Las Palmitas
7709|188|Las Palmitas
7710|561|Las Palmitas Chiquitas
7711|233|Las Palmitas de Angulito
7712|222|Las Paredes
7713|26|Las Paredes
7714|267|Las Pavas
7715|67|Las Pavas
7716|230|Las Peñas
7717|289|Las Peñas
7718|435|Las Peñas
7719|361|Las Peñas
7720|76|Las Peñas
7721|570|Las Peñas
7722|26|Las Peñas
7723|175|Las Peñitas
7724|187|Las Peñitas
7725|501|Las Peñitas
7726|63|Las Peñitas
7727|282|Las Peñitas
7728|9|Las Peñitas
7729|176|Las Peñitas
7730|150|Las Peñitas
7731|72|Las Peñitas
7732|203|Las Peñitas
7733|397|Las Peñitas
7734|435|Las Perdices
7735|280|Las Petras
7736|175|Las Piedras
7737|165|Las Piedras
7738|9|Las Piedras
7739|99|Las Piedras
7740|181|Las Pilanderas
7741|25|Las Piñas
7742|224|Las Pipas
7743|127|Las Pipas
7744|444|Las Pipas
7745|542|Las Pipas
7746|194|Las Placetas
7747|233|Las Planetas
7748|127|Las Planetas de Río Negro
7749|135|Las Planuras
7750|161|Las Planuras
7751|127|Las Playitas
7752|154|Las Postreras
7753|209|Las Potreras
7754|100|Las Pozas
7755|58|Las Praderas de San António
7756|428|Las Puntas
7757|238|Las Quebradas
7758|353|Las Quebradas
7759|203|Las Quebradas
7760|662|Las Quebradas de Turbe
7761|205|Las Quebradas de U
7762|154|Las Quebradas de Uracillo
7763|570|Las Quebraditas
7764|500|Las Quintas de Chame
7765|1|Las Rocas
7766|330|Las Sabanas
7767|162|Las Tablas
7768|609|Las Tablas
7769|10|Las Tablas
7770|34|Las Tablas
7771|360|Las Tablas Abajo
7772|3|Las Tablitas
7773|126|Las Tablitas
7774|180|Las Tetas
7775|610|Las Tetillas
7776|183|Las Tias
7777|349|Las Tibias
7778|10|Las Tibias
7779|87|Las Tinajas
7780|505|Las Torres
7781|211|Las Tozitas
7782|504|Las Tozitas
7783|73|Las Trancas
7784|385|Las Trancas
7785|95|Las Trancas
7786|568|Las Trancas
7787|484|Las Trancas
7788|15|Las Trancas
7789|240|Las Trancas
7790|203|Las Trancas
7791|181|Las Trancas
7792|444|Las Trancas
7793|517|Las Tranquillas
7794|100|Las Tranquillas
7795|305|Las Tranquillas
7796|504|Las Tranquillas
7797|484|Las Tranquitas
7798|112|Las Tres Bocas
7799|348|Las Tres Bocas
7800|334|Las Tres Bocas
7801|412|Las Tres Cruces
7802|418|Las Tres Palmeras
7803|85|Las Tres Palmitas
7804|38|Las Tres Quebradas
7805|427|Las Tumbas
7806|470|Las Uvas
7807|230|Las Vargas
7808|205|Las Varitas
7809|172|Las Vegas
7810|465|Las Vegas
7811|154|Las Vegas
7812|324|Las Vegas
7813|274|Las Vergara
7814|49|Las Vidas
7815|115|Las Vigas
7816|112|Las Vueltas
7817|210|Las Vueltas
7818|74|Las Vueltas
7819|256|Las Vueltas
7820|165|Las Yayas Adentro
7821|165|Las Yayas Afuera
7822|542|Las Yescas
7823|165|Las Zangüengas
7824|30|Las Zatras
7825|573|Las Zatras
7826|208|Lata
7827|184|Lavadero
7828|82|Lavadores
7829|287|Leche Fría
7830|118|Lechuza
7831|465|Leoncillo
7832|196|Leones Abajo
7833|444|Leones Abajo
7834|444|Leones Arriba
7835|465|Leones Arriba
7836|196|Leren Hondo
7837|196|Lerencito
7838|230|Lerida
7839|176|Lerique
7840|152|Librate
7841|356|Lídice
7842|407|Limón
7843|82|Limón
7844|151|Limón
7845|10|Limón
7846|289|Limón
7847|199|Limón
7848|348|Limón
7849|435|Limón
7850|85|Limón
7851|366|Limón
7852|79|Limón
7853|106|Limón
7854|257|Limón
7855|141|Limón
7856|438|Limón
7857|92|Limón de Tijeras
7858|273|Limón o Los Perea
7859|198|Limón Seco
7860|141|Limón Seco o Nuevo Limón
7861|216|Limónada Abajo
7862|216|Limónada Arriba
7863|305|Limónal
7864|407|Limóncillo
7865|138|Limóncito
7866|82|Limóncito
7867|296|Limónes
7868|233|Limónes
7869|197|Llana Abajo
7870|197|Llana Arriba
7871|504|Llanito Largo
7872|515|Llano Abajo
7873|370|Llano Afuera
7874|70|Llano AGuacáte
7875|545|Llano Almanza
7876|444|Llano Amador
7877|352|Llano Arena o Llano Arenal
7878|70|Llano Avion
7879|128|Llano Balsa
7880|452|Llano Barrero
7881|3|Llano Bonito
7882|204|Llano Bonito
7883|180|Llano Bonito
7884|660|Llano Bonito
7885|159|Llano Bonito
7886|58|Llano Bonito
7887|5|Llano Bonito
7888|308|Llano Bonito
7889|117|Llano Bonito
7890|32|Llano Bonito
7891|141|Llano Bonito
7892|124|Llano Bonito
7893|222|Llano Bonito
7894|273|Llano Bonito
7895|52|Llano Bonito
7896|186|Llano Bonito
7897|22|Llano Bonito
7898|578|Llano Bonito
7899|352|Llano Bonito
7900|572|Llano Bonito
7901|176|Llano Bonito
7902|131|Llano Bonito
7903|72|Llano Bonito
7904|122|Llano Bonito
7905|423|Llano Bonito
7906|144|Llano Bonito
7907|453|Llano Bonito N°1
7908|88|Llano Bonito No.1
7909|15|Llano Bonito No.1
7910|170|Llano Bonito No.2
7911|173|Llano Bonito No.2
7912|15|Llano Bonito No.2
7913|410|Llano Bonito o Caracuchal
7914|96|Llano Bonito o Hato Bonito
7915|423|Llano Bonito o Los Llanitos
7916|128|Llano Bueno
7917|52|Llano Caballo
7918|131|Llano Caballo
7919|52|Llano Camarón
7920|105|Llano Caracol o Cerro Pita
7921|131|Llano Carrizo
7922|47|Llano Carti
7923|6|Llano Cartí
7924|112|Llano Cecilia
7925|131|Llano Ciruela
7926|95|Llano Colorado
7927|517|Llano Colorado
7928|349|Llano Concho
7929|305|Llano Concho
7930|420|Llano Correa
7931|106|Llano Culantro
7932|316|Llano Culebra
7933|263|Llano de Cerro Azul
7934|55|Llano de Dios
7935|504|Llano de Guayabital
7936|131|Llano de Iguana
7937|200|Llano de La Cruz
7938|592|Llano de La Cruz
7939|193|Llano de La Cruz
7940|660|Llano de La Palma
7941|515|Llano de La Palma
7942|238|Llano de Las Cañazas
7943|181|Llano de Las Minas
7944|515|Llano de Los Castros
7945|231|Llano de Los Muertos
7946|545|Llano de Los Reyes o El Ciruelo Abajo
7947|119|Llano de Olla
7948|424|Llano de Piedra
7949|431|Llano de San Juan
7950|43|Llano de Santa Rosa
7951|183|Llano del Nance
7952|112|Llano del Nance
7953|200|Llano del Padre
7954|186|Llano del Padre
7955|389|Llano del Río
7956|452|Llano del Río
7957|343|Llano del Rosario
7958|20|Llano El Bajo
7959|81|Llano El Tigre
7960|70|Llano Espalda
7961|131|Llano Espavé
7962|534|Llano Espino
7963|131|Llano Gago
7964|82|Llano Gato
7965|128|Llano Gato
7966|137|Llano Grande
7967|321|Llano Grande
7968|81|Llano Grande
7969|218|Llano Grande
7970|289|Llano Grande
7971|390|Llano Grande
7972|453|Llano Grande
7973|222|Llano Grande
7974|95|Llano Grande
7975|406|Llano Grande
7976|61|Llano Grande
7977|35|Llano Grande
7978|558|Llano Grande
7979|236|Llano Grande
7980|70|Llano Grande
7981|63|Llano Grande
7982|457|Llano Grande
7983|20|Llano Grande
7984|440|Llano Grande
7985|397|Llano Grande
7986|397|Llano Grande Nº1
7987|370|Llano Grande o Miraflores
7988|54|Llano Guabal
7989|9|Llano Harino
7990|35|Llano Hato
7991|543|Llano Hondo
7992|191|Llano Horcon
7993|52|Llano Horcon
7994|457|Llano Horcon
7995|89|Llano Iglesia
7996|139|Llano Iguana
7997|128|Llano Jejen
7998|131|Llano Jobo
7999|131|Llano Jujuli
8000|146|Llano Junco
8001|349|Llano La Palma
8002|5|Llano Largo
8003|424|Llano Largo
8004|361|Llano Largo
8005|26|Llano Largo
8006|560|Llano Largo
8007|176|Llano Largo
8008|72|Llano Largo
8009|413|Llano Largo
8010|99|Llano Largo
8011|128|Llano Largo No. 1
8012|259|Llano Largo
8013|449|Llano Largo
8014|172|Llano Largo No.1
8015|172|Llano Largo No.2
8016|52|Llano Largo No.3
8017|180|Llano Largo o Naranjal
8018|181|Llano Largo o San Martín
8019|349|Llano Las Mulas
8020|20|Llano Las Varas
8021|660|Llano Lazaro
8022|70|Llano Limón
8023|128|Llano Limón
8024|235|Llano Limón
8025|131|Llano Lodo
8026|131|Llano Lopez
8027|259|Llano Los Velasquez
8028|352|Llano Macho o Llano Caño
8029|131|Llano Majagua
8030|94|Llano Marin
8031|112|Llano Martín
8032|133|Llano Mesa
8033|272|Llano Mirador
8034|133|Llano Miranda
8035|352|Llano Molejones
8036|352|Llano Mora o Llano Morales
8037|434|Llano Moreno
8038|129|Llano Mosca
8039|352|Llano Naranjal o Naranjo
8040|131|Llano Ñopo
8041|688|Llano Palma
8042|118|Llano Palma o Charco Palma
8043|456|Llano Paral
8044|82|Llano Piña
8045|131|Llano Piñuela
8046|352|Llano Piragua o Jujuque
8047|352|Llano Piragual
8048|191|Llano Pita
8049|131|Llano Pita
8050|118|Llano Pozo
8051|318|Llano Redondo
8052|131|Llano Rey
8053|112|Llano San Martín
8054|440|Llano Sánchez
8055|656|Llano Sanchez
8056|656|Llano Santo
8057|52|Llano Sapo
8058|128|Llano Sina o Llano Banco
8059|131|Llano Sonso o Vista Alegre
8060|70|Llano Tugri
8061|52|Llano Venado
8062|70|Llano Venado
8063|462|Llano Verde
8064|131|Llano Yegua
8065|128|Llano Zorra
8066|462|Llanos del Flaire
8067|414|Llanura
8068|285|Lluvia de Bendiciones
8069|232|LOlá
8070|540|Loma del Ranchito
8071|454|Loma Alta
8072|348|Loma Alta
8073|154|Loma Alta
8074|229|Loma Alta
8075|326|Loma Alta
8076|290|Loma Alta
8077|75|Loma Alta
8078|323|Loma Alta
8079|478|Loma Alta
8080|346|Loma Alta
8081|247|Loma Arena
8082|189|Loma Azul
8083|540|Loma Azul
8084|17|Loma Azul
8085|300|Loma Azul
8086|145|Loma Ballena
8087|345|Loma Bambù
8088|425|Loma Bandera
8089|424|Loma Blanca
8090|9|Loma Blanca
8091|349|Loma Blanca o Chumicosa
8092|424|Loma Bombacho
8093|32|Loma Bonita
8094|607|Loma Bonita
8095|209|Loma Bonita
8096|538|Loma Bonita
8097|324|Loma Bonita
8098|41|Loma Bonita
8099|345|Loma Bonita
8100|262|Loma Bonita
8101|101|Loma Bracho
8102|262|Loma Brava
8103|145|Loma Cerebro
8104|228|Loma Chaparro
8105|5|Loma Chata
8106|211|Loma Chata
8107|96|Loma Chata
8108|82|Loma Chucara
8109|300|Loma Coco
8110|216|Loma Colorada
8111|34|Loma Colorada
8112|222|Loma Colorada
8113|489|Loma Colorada
8114|17|Loma Cuchilla o Cerro Piedra
8115|444|Loma de Los Monos
8116|228|Loma de Agua
8117|451|Loma de Bajo Limpio
8118|50|Loma de Bajo Limpio
8119|82|Loma de Chelele o Chelele
8120|348|Loma de Gobea
8121|423|Loma de La Cebolla
8122|154|Loma de La Cigarra
8123|289|Loma de La Cruz
8124|344|Loma de La Cruz
8125|240|Loma de La Pava
8126|244|Loma de La Silla
8127|244|Loma de Los Reyes
8128|16|Loma de Noni
8129|61|Loma de Paja
8130|251|Loma de Piedra
8131|195|Loma de Piloncito o Alto Piloncito
8132|152|Loma de Río Caña
8133|313|Loma de San Pedro
8134|172|Loma de Venado
8135|408|Loma del Agallal
8136|224|Loma del Cope
8137|542|Loma del Cope o Cope Abajo
8138|210|Loma del Ganado
8139|257|Loma del Gasparillal
8140|199|Loma del Guabo o Los Ruices No.2
8141|349|Loma del Guásimo
8142|571|Loma del Jagua
8143|544|Loma del Loro
8144|102|Loma del Macho
8145|294|Loma del Macho
